id,summary
13728870,Olga is looking for a new job after just 3 months in a new place.
13728873,Carmen agrees to go this week except for tomorrow. Owen can't fix the heating himself as he doesn't have the tools. Owen will call them tomorrow morning.
13728883,Robin made a profile on this website. He showed Robin one dating website.
13728902,Pauline learned a lot either way.
13728924,Tim and David are fed up with the internet speed. Tim will call tech support tomorrow.
13728935,
13728936,Courtney did her first 20-miles ride yesterday. He proposed to Michaela yesterday.
13728939,"He doesn't like movies nor books, but he likes sports such as basketball, so she will get him a headband."
13728957,Will wants to know who has been shouting in the street last night. The TV and the computer were stolen. The computer contains confidential files.
13728962,"David and Gina will take ECON 232. There will be 2 midterms, but the professor is not that harsh."
13728965,"Ben is not helping much, so Sara will come and watch the baby, while Jamie will get some rest."
13728968,Frances is at a meeting and cannot take Lauren's phone call. She will come to Lauren's birthday party on Friday. Lauren's birthday party is on Friday at her place.
13728983,Sybille is back from New Orleans and is seeing Caro at hers at 2 pm tomorrow. Caro will be late as she's waiting for her mum.
13728985,Carmen had to change her mobile number and e-mail because of Mike. Carmen doesn't want to worry Mike's mum as she's sick.
13728989,Victor will let Finn know how it goes. Victor is happy about going on a date with Jane soon.
13728991,Logan explains there is a problem with the customs union and the border.
13728995,"Roger got a Stilton from Mandy, who won it in a cheese tasting competition at Christmas party. In a three round competition, Mandy guessed all the cheeses, but got a second place after Dan."
13729010,"Payton recommends ""Hyperion"" by Dan Simmons to Max. Max wants to skip some things from the list."
13729012,Gina and Arnold are going to the gym before going away for the weekend. Melissa can come over tonight and they can spend part of tomorrow together.
13729031,Ann applied for postgraduate studies. Ann wants to apply for a paid internship to gain experience. Ann is ready to cut back on things for a couple of months.
13729047,Catherine will see Jane tonight.
13729068,Alison and Gill will meet in the centre in an hour and decide where to go.
13729090,Adam booked one near the Central Park for 38 per night. She chose white color with glitter.
13729107,Rachel will see Charlie when he's back in a week. The convocation arrived yesterday.
13729111,There is a new show with Ruth Wilson. Darcy watches it on iplayer.
13729114,"Meredith went out yesterday night with Annie and Melanie and she meta very handsome man, Sam."
13729117,"Her boss and his wife are going to be there. Phuti recommends a mechanic for this car, the mechanic is called Mr J L B Matekone, his workshop is called Speedy Motors and it's stiuated on the Tlokweng Road."
13729120,"Eliza is going to try some tea, natural remedies and yoga."
13729121,S's dad is taking him to Spain at Christmas. Chris has already booked a childminder and made plans so is angry about it.
13729124,Brenda doesn't like Eddie's new band so doesn't want to go to their concert.
13729164,The convocation arrived yesterday.
13729179,"Before taking the final decision, she should check the car's CarFax report, the VIN, and make sure it has no flood damage."
13729208,"Sandra will drop Denise off at 12 tomorrow and James is happy to have her, just like the last time. Melissa can come over tonight and they can spend part of tomorrow together. They will meet tomorrow the same time."
13729225-1,"Kate's away, so she can't join them. Kate didn't get in the school exchange to the USA."
13729236,Al will see John at the staff meeting tomorrow.
13729240,Helena will pick Teddy up from the airport on Friday. Teddy is arriving without Sarah on the 30th at 1.00 pm and coming back on the 5th at 4 pm.
13729245,"Harry is new at the university in a big city, and now he's feeling overwhelmed."
13729247,"The interviewer was nice, but some questions he asked were strange. Dorian has just had 4th job interview this week, for a data entry position."
13729270,Tom would like to meet with Jim to offer him an opportunity to work on a project together. Jim is interested but would like more details before the meeting.
13729280,Miranda works all the time even on weekends.
13729298,Martha spends Thanksgiving with her family by the lake as every year.
13729303,Wilson promised to show Ana Ron's wedding live but they have a problem with the internet. Wilson will keep sending Ana pictures and videos.
13729324,Anna is preparing for the Friday's exam.
13729354,"Megan will spend the weekend alone to think things over, but will meet with Philip after Sunday."
13729356,"Since the website is not ready yet, Jack sends Abby just photos. She believes the internet will broaden people's horizons in the future."
13729357,"Ted was supposed to take care of Dot's cats until the end of next month, but has second thoughts about it. Jimmy will drive Dot and the cats to Dot's grandmother on Wednesday. Dot's car is broken."
13729360,Joe is going to Kiev and the rest of Ukraine in January by train.
13729365,"Nestor is thinking of taking History of imperialism in Latin America, Racism in Brasil, Critical Theory etc. Aida advises Nestor to focus on essentials. Aida listens to Ludmilla to improve her Portuguese."
13729379,She suggests they should meet next week.
13729390,Sean goes through Emil's bag and finds chocolate.
13729392,Meg needs the name of Marge's hand cream.
13729440,Max and Judith have been together for 3 months. Max earns good money despite not working many hours.
13729458,Pauline was at the conference today and it disappointed her. There were problems with the catering and the food was expensive.The presentation only 20 minutes.
13729461,Green wind turbines kill birds according to Alex. Alex wants Lesley to sign the petition against them but she's not interested.
13729463-1,Adam is not feeling well. Cate and Adam will go to the Thai restaurant Cate wanted to go to to celebrate. Cate will make a reservation for 8 o'clock.
13729470,"Kamren does not want to meet today because her face is covered with spots, and she does not want to be around people. Agnes has bday today and she usually does nice things for herself to celebrate."
13729476,The dean called Yuri in his office today to talk about the fight.
13729484,Play went to bed 2 hours ago as he spent all night trying to stop the flood. Play spent all night trying to stop the flood from his neighbour's apartment. She left and forgot to shut the water in her bathroom.
13729488,"Jared will see S8 after work. Phoebe can't afford to make a donation this time, so she won't pick up the phone."
13729493,Cady will take a personal pizza with pepperoni and Italian sausage and also a soft drink for Aaron.
13729497-1,Bret was sick last week and hit a deer with his truck which cost him a lot. Daisy and Bret used to dye Bret's hair themselves.
13729505,Susan and Angie are meeting around 7:15. They will go to the Pacific bar then watch a movie.
13729508,Holly and Nina want to meet Kate to talk about it around midday tomorrow. Kate probably broke up with her boyfriend as he drinks too much.
13729512,Victoria can't go to a ballet with Scarlet as she's having a dinner with Peter's friends.
13729520,"Bella is in Poland with the kids now, but they plan a weekend in Lille next month. Bella should come in the first week of February, but Sarah will be away then. Sarah has been to Dubai and she's back at work now."
13729540,"Hannah went out with Lucy last night. Lucy drank too much, so Hannah took her to Hannah's place by taxi. Hannah put Lucy to bed and she peed in the bed."
13729552,"Fiona bought a washing machine from John last week but it's not working properly, so she wants John to come and fix it. John can't fix it onsite, Fiona needs to deliver the machine."
13729560,Eleonor met that friend and enjoyed it.
13729573,"Tatiana hasn't finished the required trainings due tomorrow, so she'll have to cancel her plans of spending some time with her mom."
13729599,"Khabib has beaten McGregor. Khabib's trainer poked McGregor's trainer, which resulted in a brawl."
13729603,"It was bad, they got the wrong apartment, the food was scarce, the pool water was dirty and had too much chlorine in it. Greg and Sophie broke up in a dramatic way in front of their co-workers."
13729626,"Wanda has lost her metro pass. After she's done, she and Zoe will meet for a coffee."
13729630,"Marie will order the Egyptian princess and the Aphrodite outfits for her and Sophie and two Romans for Guy and Paul. Marie has golden sandals size 39 for Sophie, who will come and try them on when the costumes are delivered."
13729631,"Francois, Isa, Olive, Xavier and Stef will go on a short trip to Marroco in January. Olive has booked a riad for them in the Mamounia."
13729632,"Elizabeth and Aiden would prefer the newly opened burger restaurant to be a vegan place. They'll go to try it tomorrow, Aiden will pick Elizabeth up at 9."
13729636,"Next Friday Laurie will give him a lift to Lidl, where she finds products she can't find anywhere else. He'll bring Laurie some digestive and marmelade — one of each."
13729649,Peter wants to play scrabble online with Grandpa. Grandpa needs Peter to set it up next time they see each other so they can play in the future.
13729653,Philip and Chris are waiting for the time when pot is legal in Poland.
13729655,Vicky was criticized by her mother during family dinner today even though Vicky's father supported her decisions. Nina suggests helping her dad another time.
13729663,"The great sociology professor Gartenberg retired last term and the new one, professor Edwards, gives boring lectures and is subjective in grading. Jacqueline is choosing her courses for next semester. Grant recommends lecture on 19th century literature."
13729677-1,Diana bought decorations at the dollar store and she will consult on the games with HR. Diana and Raphaella are organizing a potluck for the department.
13729685,Bob is going for a date with Julia.
13729702,Charles is not satisfied with the condition of Manchester United. Bayern Munich has won the title in the previous season.
13729713,Joe will pop into the bank on Friday and they go out for a drink. Kelly works in the bank and is hoping for promotion.
13729737,Tina instructed Mona how to make a pizza. It was Mona's first time doing it and it looks delicious.
13729738,Maya will send Addie the list of cosmetics she picked online and Addie will buy them today in the store.
13729739,"Next month, Amanda's cousin is getting married to another woman, who she met through a dating app a year ago. Patrick, Amanda's brother, also got married to someone of the same sex and lives with his husband in Boston."
13729743,Renee and Sue can't stand her and think she's extremely ugly.
13729745,Xavier can fly to Warsaw and then to Casa. He will travel with Amy from Paris.
13729760-1,Andy found two locations for tomorrow's session.
13729767,"Mag and Tom want to join a group of students, who want to create a movement that would demand second referendum on Brexit, or at least organize  a referendum about May's dissapointing deal in Brussels."
13729776,Matt and Robert will meet on Monday at 7PM. Matt invited Agnes for a date on Saturday evening.
13729782,Darcey is trying to lose weight and he didn't eat anything today.
13729787,"Maggie's birthday is next week, but Chase lives across the ocean. Chase experienced the same thing a year ago."
13729801,Adam is going on a date with Debbie tonight and he is looking for an idea to do something unusual.
13729808,Jean didn't come to church today due to her back pain. Jean and Joan were nurses for 40 years. Joan's brother is a widower.
13729812,"Bobby and Freddie are going to see ""A Star is Born"" in the cinema at 7pm."
13729825,Jamie wants to meet with Esme tomorrow and discuss her raise. He also wants her to work on the Jones Construction contract today.
13729834-1,"Aleks and Bojan may go to Croatia next year, it's a 5-hour flight from London. Aleks's grandparents live there and he is from Slovenia."
13729840,Philip is hitting on Mary. Philip is sorry. Mary thinks she's pregnant.
13729846,"He'll send Penny a presentation for TPM, for the other one she could use yellow tapes. Penny is going to explore the city centre now."
13729849,They are going to meet at Mark's place on Saturday at 10. Mark is organizing a trip to mountains next weekend and wants to take his car.
13729856,Dave offers him an Audi at a good price so Tobias is going to take it for a test drive on Saturday.
13729866,He asks Hannah to prepare some clothes for him. She canceled her meeting with Tom. Tom has an important business meeting in two hours.
13729875,Josh works as a skiing instructor in Switzerland and he's really happy with his job. Tina's corporation job is not so fascinating.
13729876,"Julie will bring juice, spoons and chairs."
13729884,"Kane has just given his first Christmas performance. Kane was invited to Sheldon's birthday party, but didn't go as it was his own birthday."
13729890,Wendy has serious liver cancer.
13729891-1,"George is going home tomorrow, but will see his girlfriend first, who lives far away. They will meet tomorrow the same time."
13729893,Mia advises Doug to get an estimate and skip insurance to fix his brand new car that got keyed in Walmart. Doug's car got keyed in Walmart.
13729902,"Greg is on vacation, but the packet with the pain points sheet for the new ERP system will be sent in today's interoffice."
13729937,Gloria might be able to come to Oslo for a few days in March. Layla is busy and has a lot of work.
13729948-1,"A child in New York found an ecstasy pill in a chicken wrap ordered in a small bar, the manager of which was probably drugged up."
13729962,"Chris was at a wild party. Someone cooked Luke's expensive sea fish. At a party, he made a hole in Luke's wall and vomited inside."
13729971,Caz has seen a new series on BBC and he loved it.
13729977,Sean's grandfather celebrates his 100th birthday tomorrow so they're organizing a party for 50 people at the weekend. This year there weren't so many people at her grandma's place.
13729983,"Chloe got the money early so she can pay back Julie. Agnes is planning to travel with her husband, two kids and a dog."
13729985,Jeff's and Triza's friend has a wedding on Saturday so Juliana can't really go to the beverly childrens centre.
13729997,He is really cool and Paulina talks to him basically every day.
13730003,"Ben has just landed back in town, is at the office now and will be back home around 6:00 or 7:00. Nora will order Indian food for him from the new restaurant at the corner. Nora is going to order Indian food for supper from a new restaurant."
13730014,They will meet for a coffee a chat tomorrow at noon. They will meet tomorrow the same time.
13730022,"Veronica bought a new phone last year, but wants to buy the new iPhone. Veronica will probably borrow money or take a loan to buy the phone."
13730028,Jean had a conversation with Joan that he feels was inappropriate of him. Jean would like to know what Joan decides.
13730049,They will go to a shop that sells cards tomorrow and later come up with the wishes.
13730055,Dora and Erin will go there.
13730057,Ben proposed to Katie.
13730079,Aaron quit his job in the city and came back home for good. He saw Abbey at the bus station.
13730080,Karla was run over by a car in the parking lot.
13730097,Jamie and Ioanna are cooking butter chicken today. Jamie will pick Ioanna up from work at 5pm and they'll go to Superstore together. Melissa can come over tonight and they can spend part of tomorrow together.
13730120,Penny will move her party by two weeks at Sam's request. Sam had lunch at a nice restaurant later.
13730121,In the shooting on Staten Island a policeman was wounded by friendly fire. He was brought to the Intensive Care Unit of Alex's hospital. Megan's friend who works there says he's in a bad state. There's a lot of journalists around the hospital.
13730134-1,"Jake and his friend from Chicago want to bike across Europe to the Balkans in the summer. Jake is considering several routes, one of which involves Poland and Ukraine. On one of the routes Jake would pass through the place where Emily grew up."
13730136,"Ariel wanted them to have lunch together, but Rick is fasting. Ariel forgot her gloves."
13730139,Joe and Mia are going to Thailand in October. Joe booked a hostel in Bangkok.
13730142,"Shelly's daughter, Taylor, was told at school that there is no Santa by some kid."
13730144,Jen's looking for a present for her sister's 30th birthday.
13730165,"Tatiana hasn't finished the required trainings due tomorrow, so she'll have to cancel her plans of spending some time with her mom. Olen got angry and he's going to talk to her today."
13730172,"Jackson shows Sophia images of mum's 60th birthday party. Mary and Will discuss the party last night; they talk about the fact that there were many people, they were drinking vodka, singing karaoke, smoking and it was extremely noisy."
13730176,Bobby updates Eva on what happened. Bobby watched the episode of I'm a Celeb.
13730202,Kenneth invites Paul for a trip to Disney world.
13730248-1,"Kristen and Jay will study on Sunday for their economics final exam in the library. The second floor of the library is going to be inaccessible for the entire week starting on Monday, so the students have only tomorrow to check out the books they need."
13730250-1,"Mia received the proofs of the graduation photos 2 weeks ago by mail, but she hasn't received hard copies yet. Gia and Mia were promised college sweaters by her, but haven't received them yet."
13730253,Ben doesn't have enough experience to work for Blake's company. Blake suggested to him some courses that will help.
13730255,Amy's company is thinking of introducing work promoting scheme. He told the boss that the idea was dumb and he wouldn't take part in it.
13730269,"Mike and Jess wanted to take training in English. Eventually, they will have a training on Wednesday at 3pm."
13730275,Jax will join Sabrina at Gerri's show at the Arts Centre next weekend.
13730294,Olen got angry and he's going to talk to her today.
13730344,Harry was about to check out at Tesco when Lindsay remembered she still needs a few more things.
13730351,The church may force her father out of his position as a pastor because of it. Abigail's baby's father is Trevor.
13730357,"Rory is cold all the time and hates it as it makes him lazy. Dale finds the new Clinton documentary interesting and recommends the comedy series ""Curb Your Enthusiasm"" to Rory."
13730375,She is in Sasanki taking the bus from the station. Jacqui is riding a bus. She is leaving in two hours for the train station and then she's taking the bus to the airport.
13730383,Bridgette feels ill and is throwing up. Bridgette also got her period.
13730387,"Anna learns that Theo, Luis' friend from Wawa, reached out to him recently. Luis likes his new school better than the old one in Wawa."
13730392,Nina is spending Christmas at her parents' home near Wrocław.
13730424,Lenny will let Sue know how it went.
13730431,Regina will embroider a small table cloth with a monogram on it for Eric.
13730448,She will stay at her mom's friend's place in Paris for two weeks.
13730450,Kane needs him or her to start from March 2019. Kane is looking for an HR person experienced in finance.
13730455,"Conrad has seen ""Deadpool 2"", but will go to see it again with Beth this weekend. Beth sees similarities between Batman and Oliver Queen. Beth hasn't seen the new ""Avengers"" movie."
13730456,"Ramona is on holiday in Venice now. Fabian recommends a pizza place in Venice at Ramona's request. Fabian was on Erasmus in Padova, but visited Venice several times."
13730459,Jason will get home asap as his dad is angry. Mom cooked pasta with spinach.
13730460,Viola has a new job. The people at her work are helpful. Now she's learning about the company's system in procedure.
13730461,Clark graduated from medical school.
13730464,"Francis needs to buy new shirts, because the old ones are worn out. Francis will buy new shirts in an online shop opened by Peek&Cloppenburg."
13730480,Eric will get plates and chairs from their parents. Patty and Eric's father will cook fish. Patty will prepare dumplings.
13730502,Sofia will visit Veronica next weekend.
13730520,Danny has a gig at the Steelworks next Wednesday. Gab will help him with loading and unloading of the gear.
13730523,They have a table booked at Violet Sushi for 6 people at 6 pm.
13730530,Samara wants Jay to redo his work. Samara will work on the sources.
13730543,Leila would like to go on the box diet but it's too pricey.
13730555,Alaba and Robert will do their best. Alaba hopes Robert won't be late for training today.
13730574,"Mark dropped Angella off half an hour ago. Mark and Angella have to work now, but will see each other in the evening. Mark teases Angella about how he misses her."
13730583,Theresa went to the cinema for a comedy that made her cry at the end.
13730587,"Anny's favorite characters are Joey and Monica. George has seen ""Friends"" 10 times."
13730604,Joe is going shopping tomorrow. Joe and Patty decide that earrings within the range of $500 would be the best gift for Sue.
13730607,Yann's parents are going to Montana to visit his brother. Janette will come over for pizza and a movie.
13730621,"John wasn't honest with Ellen and hurt her. John will pick Ellen up after her work, so they can talk."
13730641,"Mary wants to change the sponsorship deal she talked to Hunter about for influencers and going viral to boost the brand. Hunter and Mary discuss how to promote their brand. They decided to refuse the sponsorship deal and investigate the possibilities with influencers, younger audience or a startup."
13730653,"Toby can't come because he is going to Barbados with Lore, which makes others a bit envious."
13730662,"Deacon's neighbour's Hellion child just scratched the side of their car with a screwdriver. Tessa will join Deacon watching a movie or something later, she'll be there around 7 and bring the pizza."
13730672,"Nicola didn't turned up at the date with Steve, so he was sitting at the restaurant all by himself. To make it up Nicola will get tickets for the symphony for next week and cook for him."
13730679,The convocation arrived yesterday.
13730686,John wants to take her to the doctor's to confirm it.
13730699,He will get a backpack form Masha's mum and an Xbox from Trevor and Masha.
13730705,Frances is at a meeting and cannot take Lauren's phone call. She will come to Lauren's birthday party on Friday. Lauren's birthday party is on Friday at her place.
13730706,Rory is cold all the time and hates it as it makes him lazy. An American player loses world championship in chess to a Scandinavian model who drinks a lot of water.
13730707,Rodney doesn't like the new iPhone because it's expensive and there's no headphone jack.
13730723,"Adam's parents might be able to take cake of their dog, Fluffy. They can check-in there earlier but have to switch rooms midstay."
13730733,Fernandez has an exam tomorrow and can't go with Ian to Swan River for Christmas.
13730762,"Maria is still in Italy but finds the general situation with growing racism, frustration, xenophobia worrying. She was thinking about visiting Maria, but it's only a dream now."
13730767,Kim and Ella have arrived in Bangkok. They were in Kuala Lumpur before Bangkok.
13730788,Bill and Jen are collecting voices and aim for 20 in total.
13730789,Chloe recommends starting a Pinterest account.
13730790,"Michael claims to love Tabby, but she isn't satisfied with just that."
13730818,"Cecil had an accident yesterday. Glen is going to help Cecil instead. John was supposed to drive him to the garage, but he didn't."
13730848,She is in love with the man who ran her over.
13730851,"Ross shows Paul and Martin the new design for the college team kits. Ross will send them the size chart and link to the form, Martin will order for Paul as well. Paul and Martin would like to order them."
13730860-1,She want Josh to pay her back. Josh won't be going without them.
13730876-1,"Nina is at M5, she is having a lunch break, then she will go to B&D."
13730895,Tom really liked the museum Mary recommended to him in Dumbo. They will ask Mary if she joins.
13730897,"Sam is paid well in his job. Aria suggests he starts at a lower level and works his way up. Sam is looking for a high level job, but is not keen on working for it."
13730912,Clementine got a notice from the landlord - she needs to leave the apartment next month.
13730914,"Mia got almost scammed in Bangkok at the tailor's, but luckily, having threatened the seller with police, she got her money back."
13730934,Grant and Sue are unhappy about the president. Sue also learned form a news article that Romaine lettuce is bad for your health.
13730942,Agnes has an appointment with the specialist tomorrow for her back ache. She's angry at Gary because he's not available today to meet her. Agnes is bored and has nothing planned today.
13730943,Tony will send Polly an invite to Revolut. Polly called the bank and they changed her transaction limit. Polly will set up a Revolut account.
13730946,James has been there for 2 weeks and it's still 20 degrees. She will stay at her mom's friend's place in Paris for two weeks. The little one's ears hurt before because of the plane.
13730950,Kate gives him advice on the size of the tank and the place to keep it. Surinder will get a bigger tank today.
13730975,"Nick is on a short holiday in London. Harriett has been to a few concerts, and is tired of work."
13730977,She suggests they should meet next week.
13730990,Chet will get mom a new coffee maker for Christmas. Chet will order it and Anita will get the card and wrap it.
13730993,"Frank and Alice choose a scene with the 3 witches from ""Macbeth"" for their assignment."
13730994,Rose sends Amelie an article from the Guardian that compares Europe nowadays to Europe in 536.
13731005,It's been 2 months since Stanley and Angela's graduation. They will meet on Saturday evening.
13731047,Christine scolds Angelina for having sent the graduation pictures to that bitch.
13731050,Courtney did her first 20-miles ride yesterday. Younes and Courtney will see at the meet-up.
13731064,This weekend there is a finale in Abu Dhabi.
13731080,They discuss news about him. Eleonor met that friend and enjoyed it. They will stay at their friend's.
13731106,Ashley liked Sydney and Urulu a lot. Beau is going to spend summer in Australia.
13731113,"Thea and Thomas have just arrived to their honeymoon destination. Thea liked the local street food, especially a cheap mushroom soup."
13731118,Susan wants to invite little Johnny for supper as he is waiting for his mother at the doorstep again.
13731119,Phoebe has cancer and she has an operation scheduled for tomorrow at 10. Ella agrees to call the doctor tomorrow.
13731122,Josh and Rani love each other.
13731133,Raisa advises Greta to call the agency.
13731135,"Anna asignes Isabella some data entry work in Excell paid 10 dollars per sheet. Anna offers Isabella, who's free on summer holidays, a data entry work."
13731158,Alan and Simon are fans of Breaking Bad and Outlander although they are different genres.
13731173,Tara's salary for this month has enterd in her bank account while Nina's still hasn't. Nina's going to ask her bank about the transfer on Monday morning.
13731178,Tim will call tech support tomorrow. Tim is busy at work and Susan is on a business trip to Vienna. Oscar arranged the dinner and movie evening with Charlotte's mum tomorrow.
13731183,"They had fun, dancing on a bar and kissing some guys. Andrew is angry because he wanted to take a few days off at the same time. They had a lot of fun."
13731206,Greg says yes. Greg is anxious about his future.
13731213,Marsha was in Paris for a month during her summer break. Jacob worked as a warehouse assistant the entire time.
13731222,There is also mobile version of this game called War and Magic. Vic and Natty are downloading games for their phones.
13731237,Lauren is going to NYC for the first time. Adam and Lauren will go to the Museum of the City of New York.
13731255,Amelia's brother has it and thinks it is huge. There are new phone cases with a ring on the back to hold the phone. She got it with 30% discount because she found a deal on the app.
13731267,Willow will proofread Barry's sign-up sheets before he makes the copies. The sheets for each of the two volunteer groups will be different colour. The next meeting of the fan club is on Friday.
13731276-1,She is having dinner with him tonight at 8 PM.
13731285-1,Jason will visit Mila in Vancouver during the first week of February.
13731300,Dan and Ian comment on football games.
13731308,"Holden had his blood tested, and he is worried about the creatinine result. Joyce, who is in medical school, informs him that the result lower than normal should not be worrying but an appointment with a doctor might calm him down."
13731314-1,Luke critisizes Johny for speaking about women without much respect. Luke has plans but he advises Johny to install Tinder.
13731324,"Albert shouldn't believe everything Greg, James and Ethan say, because they love gossiping and spreading out rumours."
13731335-1,Tracy has to make a donkey outfit for a nativity play at work.
13731336,"Tom invites July to dinner, but she already has a meeting with her parents."
13731339,They were supposed to go back on Sunday. He wants her to call him in the morning to report how she feels.
13731343,"Most people left about 3, but he waited for Agnes because he wanted to drive her back, but she was having a chat with some guy."
13731362,Jim is selling his canvas prints for 45 each this week. Tony needs 12 of them in the same design by this weekend.
13731363,"Elise owes Eve money, she'll give it to her tomorrow."
13731369,Amy has a crush on the Russian guy from her office but she's married and loves Joseph. It is Angela's last day at work.
13731373,Derek forgot he told his date to come over to his apartment.
13731387,Mel is busy with her teaching job too. Tim's planning to throw a party while his parents are away.
13731392,Chris is going Interrail to Italy and France for a week-long holiday next week. Chris is going Interrail for a week and will be traveling first class through Italy and France. He'll be sleeping in hotels besides the night train from Paris to Venice. He will be sleeping in a two-bed sleeping compartment on the train and in hotels.
13731396,"Emma's sister speaks German, but she is not interested in this job offer as she has recently given birth. Oscar has a language school and needs to hire a German teacher."
13731397,Carson is watching Canucks game and is inviting Keenan to come join him during the break. Carson also wants to watch Maple Leafs vs. LA Kings as it is rare.
13731404,"Mia needs to buy gloves and warmer clothes. Ben thinks Mia should move to another country, like Spain."
13731406,Eddie prepared some horror movies and Ethan'll bring some beer. Eddie informs Ethan that he bought a pool table for $200 and they can play afterwards.
13731416,Tom has a jet lag after landing and is still waiting on the plane to go out from it. Tom really liked the museum Mary recommended to him in Dumbo.
13731421,There is one girl that Liliana can't talk with.
13731434,Sienna has some free time now but she has to work during the holidays.
13731441,Brittany is mad at Gaby. Gaby wants to meet up and talk about the issue but Brittany doesn't want to.
13731449,"Jasna's son is 9 months old, he smiles and he's serene baby. Bojana and Jasna are both satisfied to have kids."
13731457,Sharly will collect 1 kg of onion and 0.5 kg of cabbage from Dan and pay him Rs.
13731465,Will wants to know who has been shouting in the street last night. Daniel's looking for his coat that he lost last night while being drunk.
13731466,Josh gives Andy some tips about travelling in Latin America. Andy goes there with Julia who speaks Spanish and a bit of Portuguese.
13731470,Jude told Kim he had a sexual encounter. Barb will set up a date with Kim and her boyfriend to check him out.
13731486,"Stacey's and Helen's kids did not receive any because they were sick. Stacy and Helen think the idea is strange and will intervene at school, so they would stop awarding kids randomly."
13731489,Max thinks that waiters/waitresses shouldn't be framed by their nationality.
13809856,Patrik invites Cindy to come over to his flat and watch the oscars.
13809857,Amelia told James about professor Evans's art exhibition.
13809863,"Agnes is planning to travel with her husband, two kids and a dog."
13809872,"Bruno, Kate, Caren and Tom are going on a sailing trip. Bruno and Kate want to go on a sailing trip. Kate will ask Tom about the estimated cost of the trip."
13809873,Luke's staying home with twins at Christmas.
13809877,"Julie asks for Christmas movies recommendation. Ramsay recommends a few titles, like Home Alone, the Santa Clause films, Rudolph, etc."
13809883,"Peter don't have any gift for her, even if she gave him one for his birthday. Peter is going to get something for her. Hank will ask Peter if he's interested."
13809900,Diana is desperately awaiting a response from a guy she's known for 3 weeks.
13809903,"Nina and Max have lots of plans for tonight, so they think of skipping the visit at Nina's parents even though Max promised Nina's dad some help with the computer. Max will leave Nina at Monica’s, so she can get her nails done and he will go help Dan move by himself. Max is helping Dan with his move at 7."
13809912,"Matt invites Agnes for a date to get to know each other better. Matt invited Agnes for a date on Saturday evening. They'll go to the Georgian restaurant in Kazimierz on Saturday at 6 pm, and he'll pick her up on the way to the place. They are going to Georgian restaurant."
13809918,"Jim will know before the weekend if he can come before Christmas or on the 26th or later. If he travels before Christmas or on the 24th of December, Eva can pick him up from the airport. Jim is going to come to Poland on the 26th of December or later. Eva does not have to explain anything to the parents."
13809924,"Susan and Martin are meeting on Thursday at one for lunch at a vegan restaurant Edamame as Susan's gluten intolerant, allergic to spicy food and a vegetarian. Martin is suggesting Susan different locations where they can meet up on Friday at 1pm."
13809935,Alex found a cheap flight Friday to Tuesday and Layla'll book a hotel on Booking. Alexa and Layla are going to Athens for the weekend.
13809938,The dean had a heart attack and died. Adam and Frank are attending the funeral on Sunday. Frank and Adam both want to attend the dean's funeral on Sunday. The dean died yesterday due to heart attack while walking home from the university.
13809940,Mia advises Doug to get an estimate and skip insurance to fix his brand new car that got keyed in Walmart. Doug's car got keyed in Walmart.
13809949,Lori will buy tickets for the football game. She plans to see it again and buy a ticket this time.
13809954,"Sam and Jake are ordering sushi sets no. 5 and 7, and 6 pizzas for 10 people."
13809955-1,"Anna asignes Isabella some data entry work in Excell paid 10 dollars per sheet. Anna offers Isabella, who's free on summer holidays, a data entry work."
13809959,Brendon and Katy will feed the kittens and puppies and clean up after the cats and dogs. Katy will be at the animal association tomorrow at 8:00 am.
13809961,"Jon's coming home for Christmas, but hasn't booked his tickets yet. Jon won't be bringing Shyann as she is going to her parents for Christmas. Nina is spending Christmas at her parents' home near Wrocław."
13809967,"Chris was at a wild party. Someone cooked Luke's expensive sea fish. At a party, he made a hole in Luke's wall and vomited inside."
13809968,"Mary wants to change the sponsorship deal she talked to Hunter about for influencers and going viral to boost the brand. Hunter and Mary discuss how to promote their brand. They decided to refuse the sponsorship deal and investigate the possibilities with influencers, younger audience or a startup."
13809982,"Elizabeth and Aiden would prefer the newly opened burger restaurant to be a vegan place. They'll go to try it tomorrow, Aiden will pick Elizabeth up at 9."
13809983,"Beth's brother's wife, mid 50's, died of bee sting allergy."
13809993,"Nestor is thinking of taking History of imperialism in Latin America, Racism in Brasil, Critical Theory etc. Aida advises Nestor to focus on essentials. Aida listens to Ludmilla to improve her Portuguese."
13809995,May put off the vote on Brexit.
13810001,Al will see John at the staff meeting tomorrow.
13810004,"Donna argues Rachel should push him more like she does Oliver. Oliver got straight As, Jay's Bs, he's got into a course but not into the best uni."
13810015,Trevor will take his measurements tomorrow once he comes to the shop.
13810028,Izzy and Heather and their kids are going to an amusement park today.
13810042-1,Fiona wants to paint her room and asks Larry for help. Larry is going to help her under the condition she picks the colour before they go to the store.
13810059,Sid upset Renata in that meeting. Lonya objects to the fact that it's not explicitly said. They go to the pub to discuss the matter.
13810072,"Monica's going to prepare dumpligs, some fish, an apple pie and gingerbread cookies for Christmas. Cindy considers baking a gingerbread house and taking part in a competition where the prize is $1000. Monica offers Cindy her help with baking."
13810077,Louis' and Kelly's homework for tomorrow is Maths pages 3 and 4 and writing an essay about their hobbys in English. She's writing a 150-word-long essay on her hobby - singing. Kelly has maths and English homework for tomorrow.
